repeat,fold,accuracy,bac,precision,recall,gmean_pdf,dataset,classifier,reducer,n_components
3,1,0.920935412026726,0.920560676803707,0.9242224696043296,0.920560676803707,0.9223897560880406,digits,mlp,ica,44.0
4,0,0.9254727474972191,0.925540436144853,0.9266442064696978,0.925540436144853,0.9260921568651067,digits,mlp,ica,44.0
4,1,0.9276169265033407,0.9274902610458851,0.9284621605406096,0.9274902610458851,0.9279760835555173,digits,mlp,ica,44.0
0,0,0.9132369299221357,0.9129972575962503,0.9140936217176299,0.9129972575962503,0.9135452751858664,digits,mlp,none,
0,1,0.9454342984409799,0.9453231831816135,0.9462577029949136,0.9453231831816135,0.9457903276653201,digits,mlp,none,
1,0,0.9454949944382648,0.9452420690506704,0.9455067237308095,0.9452420690506704,0.945374387129581,digits,mlp,none,
1,1,0.9387527839643652,0.9383988423170658,0.9396103904775082,0.9383988423170658,0.9390044209976756,digits,mlp,none,
2,0,0.9310344827586207,0.9306063281072967,0.9340261058205235,0.9306063281072967,0.932314648975331,digits,mlp,none,
2,1,0.9599109131403119,0.95968542409979,0.9598376516954721,0.95968542409979,0.9597615348795322,digits,mlp,none,
3,0,0.9365962180200222,0.9360844321634714,0.9357321131417773,0.9360844321634714,0.9359082560739839,digits,mlp,none,
3,1,0.9521158129175946,0.9520306806649732,0.9528353313714086,0.9520306806649732,0.9524329210433444,digits,mlp,none,
4,0,0.9543937708565072,0.954206999681622,0.9559650294679143,0.954206999681622,0.9550856100733232,digits,mlp,none,
4,1,0.9298440979955457,0.9295205627196094,0.9291332639039979,0.9295205627196094,0.9293268931358607,digits,mlp,none,
0,0,0.9655172413793104,0.9654863970245605,0.9660087831162688,0.9654863970245605,0.9657475547496905,digits,svm_rbf,ica,19.0
0,1,0.9721603563474388,0.9719981777735767,0.9726370302904975,0.9719981777735767,0.9723175515629998,digits,svm_rbf,ica,19.0
1,0,0.9710789766407119,0.9710300169502031,0.9713447201694096,0.9710300169502031,0.9711873558127659,digits,svm_rbf,ica,19.0
1,1,0.9632516703786191,0.9631686820545621,0.963741268754236,0.9631686820545621,0.9634549328679619,digits,svm_rbf,ica,19.0
2,0,0.9410456062291435,0.9409086122453034,0.9431828538616159,0.9409086122453034,0.9420450467575836,digits,svm_rbf,ica,19.0
2,1,0.9387527839643652,0.9385330074489147,0.9405289925651019,0.9385330074489147,0.939530469960939,digits,svm_rbf,ica,19.0
3,0,0.9710789766407119,0.9709769476294079,0.9711495950712179,0.9709769476294079,0.9710632675133926,digits,svm_rbf,ica,19.0
3,1,0.9521158129175946,0.9520165210780999,0.9531258226029454,0.9520165210780999,0.9525710103630901,digits,svm_rbf,ica,19.0
